,PDB code,Resolution (A),Bnet
89189,3CL2,2.54,0.71615346
89190,4D9U,2.4,0.716106817
89191,6I70,2.1,0.716080225
89192,4U97,2.65,0.716073983
89193,4NO1,2.5,0.716005776
89194,4PA7,3.02,0.715964882
89195,5KAB,1.97,0.715944027
89196,3QTZ,2.0,0.715937321
89197,5DI3,2.5,0.715933213
89198,4Y7R,1.9,0.71593106
89199,4FSY,2.29,0.715922304
89200,6MI1,2.3,0.715919764
89201,4U72,2.0,0.715795567
89202,6HHY,2.16,0.715788986
89203,3K6B,2.8,0.715748418
89204,6IUO,2.3,0.715739045
89205,2QGH,2.3,0.715734008
89206,3RGM,2.6,0.715727591
89207,3VSD,2.09,0.715726075
89208,1TQQ,2.75,0.715722957
89209,2YCJ,1.96,0.715706423
89210,1BI0,2.3,0.715702648
89211,3WTK,2.55,0.71567148
89212,3VRY,2.48,0.715634027
89213,6Q3A,3.01,0.715613973
89214,5EMK,2.52,0.715612145
89215,4G2W,2.28,0.71556359
89216,2HTU,2.2,0.715548886
89217,1NW6,1.94,0.715415888
89218,3RD8,2.2,0.715394485
89219,4KPQ,2.5,0.715363618
89220,2HNZ,3.0,0.715356253
89221,6TN9,2.9,0.715330064
89222,2FEX,1.7,0.715320671
89223,6GN0,3.24,0.715317714
89224,4EX5,2.4,0.71529069
89225,1QMF,2.8,0.715187137
89226,2PS4,2.46,0.715151242
89227,1W27,1.7,0.715144739
89228,3MVU,1.8,0.715129049
89229,4JG5,2.34,0.715090785
89230,6JTC,2.39,0.715080196
89231,1ZKB,2.15,0.715024965
89232,7C7N,2.3,0.714988598
89233,4V26,2.49,0.71486405
89234,5X02,2.4,0.714820465
89235,3NNF,2.2,0.714804666
89236,4.00E+84,2.6,0.714804486
89237,5JTG,3.05,0.714799097
89238,6JXS,1.95,0.714748372
89239,4USO,1.95,0.714739461
89240,6C83,2.55,0.714723115
89241,6AQH,2.35,0.714617667
89242,5CDF,2.3,0.714587887
89243,3VS7,3.0,0.714581916
89244,3LIV,2.59,0.714567761
89245,6GOU,2.9,0.714555545
89246,5PXR,1.81,0.714538413
89247,6GQH,2.4,0.714517856
89248,1YTE,2.75,0.714500092
89249,4P7A,2.3,0.714478518
89250,2WHD,2.6,0.714438342
89251,5X3M,1.82,0.714405835
89252,2HOE,2.46,0.714330861
89253,5OHY,1.77,0.714318852
89254,4NEU,2.57,0.714296827
89255,5FPS,2.68,0.714270394
89256,3PPG,1.98,0.714211281
89257,3D6P,1.6,0.714203881
89258,3RPI,2.65,0.714192876
89259,3DT3,2.4,0.714118709
89260,5MPY,2.25,0.714113958
89261,4UFJ,2.2,0.714111517
89262,6GWU,2.2,0.714040128
89263,4FLQ,2.5,0.714009362
89264,2ZTC,2.77,0.714000341
89265,2A1A,2.8,0.713954018
89266,4FQB,2.69,0.713899551
89267,6JXJ,2.5,0.713888812
89268,5V6T,3.19,0.713859051
89269,5LMB,1.95,0.713782597
89270,4KS5,2.7,0.713769534
89271,5LC2,1.8,0.713741938
89272,2PZR,3.0,0.713741203
89273,1JTH,2.02,0.713653887
89274,4FDP,2.23,0.713644517
89275,4Q1F,2.1,0.713619321
89276,3TQV,2.62,0.713618193
89277,6GVI,2.9,0.713588795
89278,3QMK,2.21,0.713576803
89279,4JLH,2.09,0.713558913
89280,5O0N,2.5,0.713542048
89281,5L8T,1.85,0.713537543
89282,6OU2,1.96,0.713523533
89283,2WNZ,1.85,0.713478493
89284,3L0A,2.19,0.713444212
89285,5KUD,2.7,0.713434603
89286,1XNW,2.6,0.713411823
89287,2FHS,2.7,0.713402776
89288,1WQG,2.14,0.713360981
89289,3.00E+88,2.5,0.713357524
89290,6GXV,2.07,0.713355392
89291,4NEY,2.32,0.713315387
89292,4YVF,2.69,0.713301016
89293,4FSR,2.49,0.713300366
89294,5IG3,2.75,0.713265109
89295,3UNL,2.52,0.713259382
89296,5W7P,2.4,0.713258431
89297,3A8T,2.34,0.713239777
89298,3F7J,1.61,0.713239238
89299,4OGB,2.03,0.713234993
89300,7C8U,2.35,0.713230352
89301,5ECK,1.47,0.713226472
89302,3I76,2.0,0.71320444
89303,4H50,2.65,0.713200868
89304,1TAQ,2.4,0.713176107
89305,6KGN,2.62,0.713131272
89306,5ER7,3.29,0.71307612
89307,5HH7,1.9,0.713061053
89308,6SLN,2.61,0.713003864
89309,3B8E,3.5,0.712969759
89310,4PGC,2.3,0.712953979
89311,4YJW,1.8,0.712932899
89312,2R4F,1.7,0.712921912
89313,2ZDY,2.4,0.71291052
89314,4H22,2.89,0.712886718
89315,4WHN,2.15,0.712861209
89316,3IHC,1.85,0.7128579
89317,3CD7,2.22,0.712855043
89318,6AR7,2.1,0.712817649
89319,3FJO,2.39,0.712796482
89320,3N67,2.79,0.712768352
89321,4E8O,2.14,0.712727652
89322,3UO4,2.45,0.712701328
89323,4RXG,2.15,0.712648549
89324,5K9X,2.02,0.712613556
89325,3LNG,2.68,0.712574571
89326,4L65,2.31,0.712519507
89327,4PEJ,1.85,0.71248046
89328,5SXI,3.38,0.7124677
89329,4Y9X,2.64,0.712452227
89330,5TI9,2.5,0.71234673
89331,1URP,2.28,0.712293289
89332,5MIV,3.1,0.712249891
89333,6WJ9,2.11,0.712227297
89334,1XWM,2.5,0.712196499
89335,3MTI,1.95,0.712185554
89336,2HNH,2.3,0.712177539
89337,2CGU,2.42,0.712170592
89338,5GNS,2.7,0.712147204
89339,6UFV,1.06,0.712126769
89340,2EEP,2.2,0.712092092
89341,2IVD,2.3,0.712086155
89342,3DNM,2.8,0.712031278
89343,2IY8,2.5,0.711874714
89344,2IRW,3.1,0.711851641
89345,1ZJL,2.0,0.711831187
89346,7CZE,3.0,0.711807629
89347,5EY9,2.5,0.71180633
89348,2EK3,2.8,0.711801407
89349,3BAG,1.74,0.71178719
89350,6PYU,2.54,0.711780394
89351,5JKD,2.9,0.711757769
89352,3K3D,2.3,0.711730153
89353,6MKH,2.62,0.711715056
89354,2OJ4,2.3,0.711647812
89355,2IE0,2.2,0.711635692
89356,4R0E,3.0,0.711583447
89357,4PDE,2.8,0.711528945
89358,5LTX,2.02,0.711514749
89359,2ZGH,2.17,0.711504169
89360,4BMA,2.08,0.711459097
89361,3MFT,2.2,0.711445228
89362,2ZAS,2.0,0.711417583
89363,5HIO,1.9,0.711365029
89364,1PO5,1.6,0.711362678
89365,2PSQ,2.4,0.711355428
89366,5KKW,1.88,0.711258207
89367,4TTI,1.89,0.711224894
89368,5ZLK,2.6,0.711195654
89369,5PY1,1.74,0.711176306
89370,2R55,2.5,0.711154444
89371,6AQ4,1.82,0.711123826
89372,5WU3,2.7,0.711117309
89373,1Q22,2.5,0.711074967
89374,3NMI,2.01,0.711051475
89375,5OWH,2.3,0.711020416
89376,3ILY,2.2,0.711011091
89377,2PAK,2.4,0.710992614
89378,5PXK,1.98,0.710950948
89379,2BBF,1.7,0.710889391
89380,5ZUI,2.7,0.710883354
89381,2FT9,2.5,0.710872392
89382,5NL7,2.48,0.710825719
89383,5TCW,2.7,0.710796799
89384,1TL7,2.8,0.710789915
89385,6V1K,1.75,0.710751196
89386,3C7E,2.0,0.71075031
89387,2Q32,2.4,0.710745801
89388,3KTG,2.39,0.710701579
89389,3IOP,2.2,0.710688373
89390,3CCT,2.12,0.7106859
89391,3KH9,2.2,0.710661903
89392,3M21,1.85,0.710658985
89393,5IE7,2.5,0.710656641
89394,3NFV,1.95,0.710618448
89395,5C3L,2.9,0.71061586
89396,3AF1,2.5,0.710611539
89397,6VPG,2.64,0.710582668
89398,3NB6,2.7,0.710572278
89399,1V0F,2.55,0.710571829
89400,1W76,2.3,0.710550309
89401,6D3K,2.6,0.710540493
89402,4OP3,2.82,0.710448029
89403,3BPP,2.3,0.710431254
89404,4XGM,1.98,0.710327421
89405,6LQW,2.59,0.710279843
89406,4JD3,2.25,0.710269015
89407,3AOB,3.35,0.710222267
89408,4KUG,2.3,0.710217561
89409,6S39,1.88,0.710203439
89410,4OW0,2.1,0.710176763
89411,5M4N,2.6,0.710095845
89412,3QR2,2.3,0.710083268
89413,4J6D,2.4,0.710079566
89414,5EIA,2.7,0.710002262
89415,3EZP,2.65,0.709951786
89416,3NYB,2.61,0.709916452
89417,6DXN,1.94,0.709896348
89418,3E5Y,2.4,0.709810594
89419,6P5R,2.45,0.709787575
89420,2GUK,1.91,0.709781044
89421,5TRO,1.8,0.709754285
89422,3GQI,2.5,0.709735298
89423,6LZY,2.4,0.709694797
89424,2OBB,2.2,0.709680717
89425,1WRU,2.07,0.709633315
89426,5AB5,2.0,0.709593358
89427,3FY5,2.4,0.709540407
89428,1T8Z,1.45,0.709534833
89429,6KBF,1.92,0.709526966
89430,6V74,2.32,0.709525226
89431,3NNL,2.88,0.709524665
89432,7JZJ,2.46,0.709523696
89433,2HTV,2.8,0.709504224
89434,4FA0,2.65,0.709497518
89435,4B1I,2.14,0.709485446
89436,5OVI,2.2,0.709440181
89437,5L9W,2.8,0.709433053
89438,5D8E,2.99,0.709431071
89439,6YHW,1.96,0.709427766
89440,4HRV,1.89,0.709400199
89441,6ASL,1.9,0.709399957
89442,3D8V,2.55,0.70938875
89443,6NCG,2.45,0.709365656
89444,4ZGN,2.9,0.709357067
89445,4Q9O,2.2,0.70932022
89446,3WWT,1.99,0.709319669
89447,3ZKV,3.0,0.709312242
89448,3CEJ,3.3,0.709308268
89449,1Y1U,3.21,0.709294087
89450,5RMB,2.21,0.709273234
89451,3UOK,2.95,0.709254925
89452,1M7U,2.6,0.709253495
89453,2YIS,2.0,0.709241608
89454,1V4K,2.45,0.709233237
89455,1Z9W,2.5,0.70922238
89456,1ZUN,2.7,0.709179068
89457,2Q8A,2.4,0.709135179
89458,3WLN,2.0,0.709121333
89459,5TMO,2.17,0.709120642
89460,4ZO7,2.0,0.709105126
89461,4H4A,2.15,0.709096892
89462,1S6Q,3.0,0.709094805
89463,5UKW,2.65,0.70909034
89464,2C1J,2.6,0.709038071
89465,4GRU,1.92,0.709031261
89466,3UNZ,2.8,0.709026567
89467,4FWS,2.69,0.708957772
89468,2GNK,2.0,0.708953614
89469,2DE0,2.6,0.708933085
89470,4U6W,1.83,0.708867776
89471,6RXR,1.7,0.708850361
89472,6HLV,2.5,0.708838364
89473,6ID8,2.9,0.708787394
89474,5AR4,2.7,0.708761629
89475,6NAQ,2.02,0.70874869
89476,3Q0Z,2.29,0.708726183
89477,2FWR,2.6,0.70870428
89478,4E7P,1.89,0.70868285
89479,5TF5,1.81,0.708662451
89480,5DF1,1.75,0.708654553
89481,5PYD,2.02,0.708646698
89482,6BC0,2.2,0.708645602
89483,4FTC,2.0,0.708607716
89484,5BNF,2.3,0.708577359
89485,1UB9,2.05,0.708565526
89486,4F97,2.11,0.708547921
89487,5C16,2.0,0.708514485
89488,2BAZ,2.3,0.708503209
89489,5AKP,3.25,0.708490297
89490,1P7Y,2.4,0.70843511
89491,4RHK,2.38,0.708421508
89492,5OO7,1.84,0.708402434
89493,4NVS,2.39,0.708392906
89494,3NUH,3.1,0.708364721
89495,3ZNK,2.71,0.708348462
89496,2EGS,1.9,0.708347274
89497,2EZ1,1.9,0.708330413
89498,3UBX,3.1,0.708324378
89499,3N7K,2.5,0.708312941
89500,4GWX,2.35,0.708293637
89501,6D88,2.85,0.708271542
89502,2CFH,2.3,0.708235512
89503,2BAP,3.3,0.708179065
89504,5HOR,2.2,0.708163407
89505,1F48,2.29,0.708110819
89506,6OR2,2.56,0.708108347
89507,6WV8,3.01,0.70809739
89508,3KFM,2.2,0.708091223
89509,5BK3,2.8,0.708038658
89510,1HVV,2.4,0.707989669
89511,5VE9,2.79,0.707962721
89512,1B04,2.8,0.707930211
89513,4R27,2.03,0.707913543
89514,3LU1,2.5,0.707883633
89515,3ORE,2.9,0.707800665
89516,5TRT,1.85,0.707772402
89517,1QVV,2.2,0.707770412
89518,3MSW,1.9,0.707767447
89519,5LUG,1.7,0.707727289
89520,5HO6,1.97,0.707619724
89521,6MC0,2.0,0.707600586
89522,3EZ2,2.05,0.707559612
89523,6RD1,1.88,0.707545346
89524,3RMR,2.3,0.707507015
89525,3LTE,2.0,0.707502279
89526,1UJZ,2.07,0.707493385
89527,5ILM,1.7,0.707470402
89528,3NFT,1.51,0.707353857
89529,5PWM,1.54,0.707346913
89530,3BGK,2.32,0.70724464
89531,4KZI,2.41,0.707118132
89532,2W1K,2.14,0.707115085
89533,2IN8,1.7,0.70709444
89534,2UYD,2.7,0.707074995
89535,4H75,2.1,0.707069028
89536,3FMN,1.9,0.707066225
89537,3M4Y,2.38,0.707047989
89538,6ICX,2.4,0.706983918
89539,5DYP,2.4,0.706980317
89540,4WIK,3.0,0.706893065
89541,5W3A,2.76,0.706871662
89542,3NRO,2.9,0.706842868
89543,2J4U,2.99,0.70679891
89544,5C7F,2.7,0.706769172
89545,2I6X,2.4,0.706754308
89546,1BD9,2.05,0.70672159
89547,3IL3,2.7,0.706715325
89548,4FPK,2.4,0.706707775
89549,6Q91,2.27,0.706701214
89550,4JO2,2.26,0.706688302
89551,3SA4,1.8,0.706652467
89552,6IBG,1.95,0.706626795
89553,6WJT,2.0,0.70661284
89554,1CKO,3.1,0.706604996
89555,3UCC,1.44,0.706558013
89556,4KQL,2.31,0.706553656
89557,2ZS7,2.65,0.706528928
89558,6.00E+61,2.51,0.706527133
89559,3QLN,1.9,0.706526185
89560,6NIG,2.35,0.706507328
89561,4UZF,2.52,0.706491301
89562,2J0W,2.5,0.706433007
89563,3MF8,2.01,0.706424317
89564,6FAC,2.05,0.706401081
89565,6K2E,2.8,0.706318996
89566,4Z1M,3.3,0.706315072
89567,1X1C,2.85,0.706295289
89568,6G3G,2.61,0.706283376
89569,3BCT,2.1,0.706254819
89570,4F3A,2.6,0.706235873
89571,6EPN,2.5,0.706218343
89572,5RM9,2.08,0.706206505
89573,6QDL,2.93,0.706182862
89574,4QMV,2.4,0.706173137
89575,5NC6,2.8,0.706164584
89576,6HW7,2.7,0.706111126
89577,2ZQY,2.5,0.706084558
89578,6E3T,2.94,0.706060742
89579,3TV6,3.3,0.706045613
89580,5U2B,2.22,0.706042473
89581,6VTE,2.1,0.705976633
89582,3PEL,1.9,0.705973984
89583,3G82,3.11,0.705955317
89584,5TLX,2.1,0.705951097
89585,5CZB,1.96,0.705930188
89586,3P0W,1.71,0.705889596
89587,1ZH4,2.18,0.70587008
89588,2XB7,2.5,0.705833676
89589,4J06,2.01,0.70569872
89590,3MWV,2.2,0.705675379
89591,1KWC,2.1,0.705643118
89592,4YYK,1.79,0.705615675
89593,1OWC,2.2,0.70560567
89594,2B9I,2.5,0.705602735
89595,2IZW,2.72,0.705596858
89596,4YNV,2.94,0.705567803
89597,6GBO,2.1,0.705556767
89598,2Y4U,3.2,0.705552108
89599,6AL1,3.2,0.705504628
89600,6O68,2.78,0.705449295
89601,5SWQ,2.0,0.705425428
89602,5HZL,2.75,0.705418033
89603,1UU8,2.5,0.705417873
89604,3C4V,2.6,0.705390092
89605,5CNW,1.65,0.705382835
89606,4UYL,2.81,0.705365051
89607,2ZC1,1.8,0.705324907
89608,3SYP,3.12,0.705295637
89609,3WVJ,1.95,0.705293861
89610,3TSM,2.15,0.705241065
89611,1QQ6,2.09,0.705223369
89612,1ISN,2.8,0.70520348
89613,2HSG,2.5,0.705200772
89614,4HWG,2.0,0.705199202
89615,6H9X,1.87,0.705166716
89616,3TJP,2.7,0.7051244
89617,5PXW,2.01,0.705104273
89618,6J7E,2.4,0.705041582
89619,6KGK,2.7,0.705031412
89620,2ZLA,1.8,0.704997347
89621,6MNF,2.76,0.704930904
89622,1EYP,2.5,0.704911651
89623,5HRR,1.88,0.704910242
89624,5EP0,1.6,0.704896241
89625,5M1Y,1.9,0.704876967
89626,5SZF,2.52,0.704874013
89627,4FZ8,2.66,0.704872926
89628,2X75,2.5,0.704852752
89629,4R9X,1.85,0.704852174
89630,4EWI,2.28,0.704806205
89631,4F9M,1.85,0.704787002
89632,4Q1E,1.85,0.704755424
89633,3VBP,2.3,0.704729795
89634,5HAZ,2.1,0.704717357
89635,5KCE,1.85,0.704667886
89636,4UU1,2.8,0.70464824
89637,3ART,2.23,0.704630685
89638,6G22,1.85,0.704573829
89639,6NC8,2.6,0.704543343
89640,5DDI,2.4,0.704377677
89641,4KNH,2.7,0.704362739
89642,4RG9,3.25,0.704337137
89643,6MEV,2.6,0.704336051
89644,5E1Q,1.94,0.704319729
89645,4MP7,1.8,0.704319495
89646,4EZE,2.27,0.704117405
89647,6Q69,2.75,0.704103983
89648,6EPM,2.5,0.704096234
89649,3N9L,2.8,0.704062279
89650,1B42,2.19,0.704053683
89651,2QIZ,2.56,0.704038616
89652,1J1Z,2.1,0.704038335
89653,4PL3,2.9,0.703994626
89654,5TA7,2.35,0.703993773
89655,6ZJT,1.97,0.703988965
89656,4OGW,2.05,0.703968399
89657,2IEG,1.87,0.703949776
89658,5TG8,3.1,0.703894207
89659,4AYX,2.9,0.703878849
89660,1RO6,1.99,0.703862468
89661,4C3J,3.35,0.703861602
89662,6L1Y,2.47,0.703860175
89663,5A8O,2.3,0.703857336
89664,1HMU,2.0,0.703855256
89665,4IKR,1.78,0.703835468
89666,1UPC,2.45,0.703794978
89667,3VNK,2.02,0.703789926
89668,4HK4,2.3,0.703752325
89669,4H1L,3.28,0.703744262
89670,4Q1D,2.0,0.703743077
89671,4XD6,1.75,0.703698392
89672,5JQX,2.82,0.703663069
89673,5F7X,1.77,0.703647603
89674,6S1Z,2.5,0.703566074
89675,6G3U,2.71,0.703552625
89676,6D0F,2.5,0.703550012
89677,2EGG,2.25,0.703529506
89678,5M2M,2.3,0.703402746
89679,6G40,2.49,0.703382754
89680,2QVX,2.66,0.703380626
89681,4ADN,1.6,0.70335243
89682,3ED5,1.72,0.703349738
89683,4PNG,1.53,0.703341828
89684,5ZUV,2.21,0.703315446
89685,3UV4,1.89,0.703279958
89686,1LBZ,2.2,0.703241409
89687,6V27,2.3,0.703171357
89688,1L0A,2.9,0.703165358
89689,6SXL,2.5,0.703153877
89690,4F12,3.02,0.703153022
89691,3HTZ,2.5,0.703148259
89692,1QQG,2.3,0.703107348
89693,6G12,1.93,0.703059189
89694,5EQL,2.49,0.702998821
89695,3LTD,2.8,0.702992401
89696,5ZYW,2.2,0.702991907
89697,6A6P,2.1,0.702987711
89698,4QQL,2.39,0.7029781
89699,6CJ5,2.8,0.70297744
89700,4OHK,2.8,0.702967404
89701,1UA5,2.5,0.702963699
89702,6YGR,1.7,0.702961053
89703,5QRQ,2.1,0.702960134
89704,3FQH,2.26,0.702933756
89705,6CK3,2.9,0.702927202
89706,6SLI,3.38,0.702906528
89707,5QLY,2.18,0.702892814
89708,5O7O,2.11,0.702849278
89709,4D3Z,2.3,0.70284006
89710,1XP9,1.8,0.702826135
89711,7K86,2.05,0.702823262
89712,6EOO,2.5,0.702814152
89713,2ES0,2.1,0.702808311
89714,4IKZ,2.4,0.702729361
89715,4E1M,1.9,0.702551326
89716,4QB5,2.05,0.702509409
89717,3RDI,2.95,0.702503314
89718,5PYK,1.88,0.70245306
89719,1JHK,2.51,0.702429635
89720,3I36,1.84,0.702356393
89721,3S0M,2.31,0.702347796
89722,5PXY,2.14,0.702332447
89723,2IM8,2.0,0.702321647
89724,5HA6,2.0,0.702321399
89725,5RLV,2.21,0.702315199
89726,3MYO,2.5,0.702282502
89727,4NYK,2.9,0.702249686
89728,4I5P,1.74,0.702235292
89729,5JTA,2.72,0.702180991
89730,5U7S,2.5,0.702169557
89731,6OTN,2.4,0.702162636
89732,3PRZ,2.6,0.702145581
89733,5EO3,2.6,0.702122054
89734,6PG1,2.01,0.702121507
89735,2GGM,2.34,0.702086492
89736,3EZT,2.85,0.702043567
89737,2PSR,2.03,0.702034755
89738,4YSM,3.19,0.702021962
89739,5QLC,2.21,0.701982386
89740,5LO1,2.7,0.701967698
89741,3G2M,1.99,0.701906168
89742,4NL5,1.9,0.70187497
89743,4BEA,2.57,0.701864491
89744,2Y3A,3.3,0.701843612
89745,4MRI,2.8,0.701797358
89746,6BZU,2.7,0.701795322
89747,2XQB,2.6,0.701777608
89748,4C61,2.45,0.701751534
89749,6XA9,2.9,0.701720683
89750,6DXP,2.48,0.701638187
89751,5RM5,2.06,0.701632095
89752,3F9E,2.5,0.701600275
89753,5ZHY,2.44,0.701591554
89754,5XIG,2.41,0.701527362
89755,5WRF,2.51,0.701525041
89756,5W63,2.44,0.701469347
89757,6HQG,2.9,0.701442131
89758,4XZY,2.7,0.701405315
89759,4A7Z,2.6,0.701351704
89760,4UV9,3.0,0.701351262
89761,6SZJ,2.53,0.701336529
89762,2VMG,1.9,0.701291931
89763,6WV4,3.01,0.701233396
89764,6NS6,3.3,0.701202984
89765,5TQ6,2.06,0.701164828
89766,5RMG,2.11,0.70115846
89767,6L0C,2.1,0.701135663
89768,5QAY,1.58,0.701111563
89769,3NJD,1.75,0.701096403
89770,5YN7,2.59,0.701080393
89771,4BA5,1.76,0.700943274
89772,2ISQ,2.8,0.700942656
89773,3UF4,1.98,0.70092572
89774,4CK8,2.62,0.700914453
89775,3IIK,1.95,0.700912003
89776,4O6C,2.75,0.700880543
89777,6KUD,2.9,0.700865209
89778,2YA9,2.3,0.700852412
89779,3RMQ,1.85,0.700851032
89780,1QYI,2.5,0.700813316
89781,2HJ6,3.0,0.700804494
89782,3EGE,2.4,0.700746235
89783,3QYT,2.8,0.70071353
89784,3RF7,2.12,0.700701298
89785,4FT6,2.6,0.700695228
89786,6CBH,2.0,0.700676584
89787,3E8Q,2.8,0.700666659
89788,4WE4,2.35,0.700577401
89789,5F4H,2.7,0.70053936
89790,5Z14,2.8,0.700475356
89791,4YGR,1.7,0.700474037
89792,6VFM,2.67,0.700434506
89793,3WNL,2.6,0.700427106
89794,2W6R,2.1,0.700424027
89795,2P1Z,2.44,0.700387347
89796,5PO9,2.12,0.700378411
89797,3F31,2.3,0.700361829
89798,3P0L,3.4,0.700353479
89799,4HVG,2.75,0.700302616
89800,3SWH,2.65,0.700294109
89801,5LOQ,1.69,0.700265257
89802,6S3V,1.8,0.70020978
89803,3F86,2.0,0.700207021
89804,6EII,1.93,0.700162769
89805,2DYP,2.5,0.700051756
89806,5UZN,1.99,0.699957797
89807,1H25,2.48,0.69994109
89808,3RWK,2.1,0.699912991
89809,6O0A,1.7,0.69984775
89810,5IQA,2.15,0.699837698
89811,5KMF,3.2,0.699811665
89812,2WKW,2.03,0.69980037
89813,3MQ1,2.8,0.699772558
89814,4ML1,1.98,0.699712019
89815,4LY4,2.2,0.699708147
89816,5IUT,2.34,0.699629316
89817,3C72,2.3,0.699624277
89818,3V3I,1.73,0.699620305
89819,5DWI,2.43,0.69959044
89820,3AR3,2.3,0.699579527
89821,3VNO,2.17,0.699550631
89822,3C6Q,2.3,0.69953351
89823,6UKV,1.83,0.699472395
89824,3OLH,2.5,0.699469968
89825,5IP1,2.7,0.699464267
89826,2E1R,3.15,0.699461063
89827,4JHK,2.5,0.699414905
89828,4PQO,2.55,0.699310668
89829,4EGJ,2.3,0.699299773
89830,5TRJ,2.57,0.699299066
89831,3RT8,2.43,0.699199258
89832,3ILH,2.26,0.699162122
89833,2R7P,2.8,0.699127167
89834,5GGY,2.5,0.699102993
89835,5.00E+04,2.25,0.699090325
89836,4Q7I,1.8,0.699070231
89837,3PE2,1.9,0.699023698
89838,1NWG,2.32,0.69899497
89839,5EI1,2.39,0.698956007
89840,4B1F,2.05,0.698943107
89841,3ZNL,2.5,0.698940595
89842,3LDI,2.2,0.69887105
89843,1JFV,2.0,0.698824586
89844,3QPO,1.8,0.698797225
89845,4C0P,2.95,0.698766417
89846,5YGC,2.0,0.698750438
89847,4XSU,2.48,0.698698101
89848,4L98,2.28,0.698683952
89849,5CDE,1.85,0.69868005
89850,1QWC,2.2,0.698654015
89851,2J6C,1.3,0.698642393
89852,3UE5,2.8,0.69863849
89853,3HUB,2.25,0.698595407
89854,3N53,2.2,0.698559001
89855,6OV2,3.16,0.698543768
89856,6R55,1.4,0.698539634
89857,4G8U,2.1,0.698537327
89858,5UZQ,2.16,0.698535995
89859,2C2Y,2.19,0.698510524
89860,3HPQ,2.0,0.69848832
89861,2ZV7,2.5,0.698477224
89862,4JM2,3.1,0.698447933
89863,6IQS,2.69,0.698366493
89864,4CN4,2.4,0.698366307
89865,3TKS,2.4,0.69831764
89866,4PDH,1.8,0.698245905
89867,6RCY,2.3,0.698135749
89868,5RM8,2.14,0.69812739
89869,6MPD,1.79,0.698102586
89870,6CI5,1.87,0.698094516
89871,4O5U,2.65,0.698072162
89872,4H85,2.09,0.69807174
89873,1ISM,3.0,0.698008117
89874,5FNO,2.04,0.697979442
89875,6GM7,2.14,0.697971205
89876,3WQH,2.85,0.697957709
89877,5MOV,2.2,0.697948275
89878,6ERK,1.6,0.697942825
89879,5Y5T,1.8,0.697856554
89880,5H8V,2.2,0.697847756
89881,2XU2,2.3,0.697830944
89882,6VIL,3.3,0.697780701
89883,3L3J,2.4,0.697759623
89884,5FI4,2.5,0.697745815
89885,1FLL,3.5,0.697720361
89886,3QE7,2.78,0.697695736
89887,2FY2,2.25,0.69766194
89888,4HUV,2.5,0.697643321
89889,3DM0,2.4,0.69761333
89890,4RA5,2.61,0.697600689
89891,5OIO,2.74,0.697558322
89892,2Q5D,3.2,0.697520145
89893,4R14,2.6,0.697446771
89894,2XIZ,2.22,0.697407043
89895,3IPU,2.4,0.697394066
89896,5J3N,2.45,0.697316944
89897,4TYG,2.4,0.697292821
89898,1X25,2.0,0.697239052
89899,2C9M,3.0,0.697210922
89900,3R7K,2.5,0.697203516
89901,1B3Q,2.6,0.697190338
89902,5ACB,2.7,0.697176302
89903,3SQF,1.63,0.697170689
89904,4L9K,2.4,0.697168137
89905,2XS1,2.3,0.697096873
89906,5XPO,2.28,0.697049132
89907,5L2T,2.37,0.696964861
89908,5YCG,2.4,0.696964072
89909,3PN2,2.0,0.69692084
89910,5TYP,1.88,0.696793363
89911,5MPV,1.49,0.696771415
89912,3PEV,2.5,0.696756746
89913,2XYH,1.9,0.696649333
89914,5TWG,2.3,0.696630824
89915,6XSG,2.0,0.696541659
89916,6V49,2.5,0.696499128
89917,3K3J,2.0,0.696484113
89918,1QKC,2.98,0.696465721
89919,5UCV,1.8,0.696454828
89920,2Z3W,2.0,0.696429249
89921,1VFZ,2.23,0.696428909
89922,3RNI,1.95,0.696383728
89923,5QLK,1.99,0.696370379
89924,4LMA,2.3,0.69633138
89925,3UOG,2.2,0.69629935
89926,5A52,1.65,0.69629598
89927,4CY5,2.3,0.696289132
89928,6HXW,2.78,0.696261413
89929,2ZRE,2.9,0.69626061
89930,3P6A,2.5,0.696202828
89931,6PCF,2.18,0.696197613
89932,6E3N,3.19,0.696151177
89933,2VZV,2.7,0.69603648
89934,3IRO,2.8,0.696008845
89935,5AEC,1.93,0.695939548
89936,1QFX,2.4,0.695908166
89937,5XBJ,2.45,0.695888985
89938,1N51,2.2,0.695855108
89939,6S0C,1.46,0.69585039
89940,6BCK,2.6,0.695824585
89941,3EC8,2.6,0.69579107
89942,5L3G,3.1,0.695777967
89943,4RDR,2.47,0.695763021
89944,6YIN,1.53,0.695742181
89945,1V1O,2.75,0.695732314
89946,5N4L,3.2,0.695662398
89947,4FGV,2.94,0.695647789
89948,6QRE,1.93,0.695623853
89949,5BQB,2.3,0.695435619
89950,6T6G,2.06,0.695390803
89951,6JXI,2.6,0.6953815
89952,4HFP,2.4,0.695360034
89953,1JIB,3.28,0.695336196
89954,3OIO,1.65,0.695320217
89955,4QK4,2.81,0.695302207
89956,4CUB,2.1,0.69529497
89957,4CS7,2.51,0.695290712
89958,3F7O,2.2,0.695280348
89959,6KCN,2.19,0.695255051
89960,3PLQ,2.3,0.695155385
89961,3KAH,2.3,0.695155321
